,book_id,tag_id
19069,2517,19524
19071,2517,2931
19073,2517,8656
19075,2517,14064
19076,2517,30358
19077,2517,3392
19078,2517,3371
19079,2517,20994
19080,2517,10093
19081,2517,20926
19082,2517,18292
19083,2517,22330
19085,2517,21664
19087,2517,27535
19089,2517,7404
19090,2517,10210
19093,2517,941
19095,2517,10932
19099,2517,22577
19101,2526,8717
19104,2526,10059
19105,2526,26837
19107,2526,10064
19109,2526,18367
19110,2526,22034
19113,2526,21989
19114,2526,5207
19118,2526,24009
19121,2526,11590
19122,2526,22753
19123,2526,33777
19124,2526,21662
19125,2526,21656
19126,2526,18045
19127,2526,1416
19128,2526,18326
19130,2526,9221
19132,2526,8067
19133,2526,11497
19135,2526,10197
19136,2526,1642
19139,2526,2768
19144,2526,26618
19145,2526,20849
19147,2526,31505
19150,2526,33760
19155,2526,27199
19158,2526,9477
19160,2526,3392
19163,2526,21660
19164,2526,30358
19166,2526,26785
19167,2526,11505
19168,2526,22689
19169,2526,9886
19171,2526,16621
19173,2526,8346
19174,2526,21111
19176,2526,487
19177,2526,15424
19178,2526,2104
19179,2526,20282
19181,2526,26735
19182,2526,11978
19183,2526,23171
19184,2526,31141
19187,2526,5481
19189,2526,10093
19190,2526,9638
19192,2526,22330
19200,2528,30574
19201,2528,8717
19202,2528,11743
19203,2528,11557
19204,2528,22743
19206,2528,24012
19207,2528,22034
19208,2528,26618
19214,2528,5207
19215,2528,30521
19216,2528,22753
19217,2528,18326
19218,2528,31133
19219,2528,24019
19221,2528,4949
19223,2528,33777
19226,2528,8055
19227,2528,16648
19228,2528,11590
19231,2528,18367
19232,2528,4461
19233,2528,10197
19235,2528,22009
19237,2528,10939
19239,2528,20849
19240,2528,26138
19241,2528,21111
19242,2528,10932
19243,2528,15424
19244,2528,18361
19245,2528,17213
19246,2528,22352
19254,2528,923
19255,2528,31141
19256,2528,18896
19257,2528,28261
19258,2528,33838
19260,2528,22689
19262,2528,10934
19263,2528,1416
19264,2528,31505
19266,2528,5051
19268,2528,24013
19270,2528,5090
19271,2528,21665
19272,2528,11798
19273,2528,18338
19274,2528,24018
19275,2528,33763
19277,2528,11305
19278,2528,25151
19279,2528,27535
19281,2528,10094
19286,2528,22816
19287,2528,22733
19288,2528,487
19289,2528,10862
19290,2528,21659
19291,2528,933
19293,2528,24011
19295,2528,33669
19296,2528,24005
19297,2528,21667
19299,2528,24010
19300,2530,30574
19301,2530,11557
19304,2530,24012
19305,2530,7457
19306,2530,24009
19307,2530,24019
19308,2530,26138
19311,2530,26618
19314,2530,9221
19315,2530,18361
19317,2530,26735
19318,2530,236
19319,2530,22753
19321,2530,21989
19322,2530,14467
19324,2530,22034
19328,2530,248
19329,2530,25186
19333,2530,20849
19338,2530,24021
19339,2530,16648
19340,2530,10197
19343,2530,14552
19345,2530,21660
19346,2530,20774
19347,2530,18045
19348,2530,254
19351,2530,7568
19352,2530,11305
19353,2530,7404
19354,2530,10932
19355,2530,25114
19356,2530,4461
19357,2530,18338
19359,2530,24018
19360,2530,24011
19362,2530,16621
19363,2530,21111
19364,2530,26752
19365,2530,9477
19366,2530,25647
19367,2530,16647
19369,2530,14764
19370,2530,18326
19372,2530,9638
19376,2530,30521
19378,2530,12948
19379,2530,10939
19380,2530,22330
19381,2530,11978
19384,2530,21056
19387,2530,11574
19389,2530,8067
19390,2530,1078
19391,2530,26754
19393,2530,473
19394,2530,10499
19396,2530,25151
19398,2530,29525
19399,2530,26753
19400,2547,30574
19402,2547,11557
19403,2547,23471
19404,2547,7457
19406,2547,28384
19407,2547,25647
19408,2547,28341
19409,2547,21689
19411,2547,5207
19412,2547,18367
19415,2547,8717
19420,2547,21773
19422,2547,9221
19423,2547,20849
19428,2547,33664
19430,2547,25685
19431,2547,22689
19434,2547,923
19436,2547,10197
19441,2547,27535
19444,2547,24960
19445,2547,15169
19446,2547,1642
19447,2547,32586
19448,2547,11505
19449,2547,23504
19450,2547,17827
19452,2547,28335
19453,2547,10210
19454,2547,20731
19455,2547,7423
19456,2547,15624
19457,2547,25670
19461,2547,14764
19462,2547,10094
19463,2547,33390
19464,2547,5090
19466,2547,31505
19467,2547,20824
19468,2547,23334
19469,2547,25506
19471,2547,11978
19472,2547,11166
19473,2547,24526
19478,2547,15642
19480,2547,33777
19483,2547,28400
19487,2547,22545
19488,2547,30590
19489,2547,21009
19492,2547,20282
19493,2547,1416
19495,2547,10169
19496,2547,23510
19497,2547,23816
19499,2547,33663
19500,2612,30574
19503,2612,21773
19505,2612,24526
19506,2612,11557
19507,2612,28052
19509,2612,10245
19510,2612,22743
19513,2612,3389
19515,2612,23471
19516,2612,3392
19517,2612,4949
19518,2612,30521
19519,2612,28031
19521,2612,18045
19522,2612,27111
19525,2612,8683
19526,2612,18987
19527,2612,1642
19528,2612,22753
19530,2612,9221
19531,2612,5963
19532,2612,17213
19534,2612,30755
19535,2612,32766
19536,2612,19039
19537,2612,20849
19538,2612,28046
19539,2612,20774
19541,2612,3379
19543,2612,24493
19544,2612,32586
19545,2612,10316
19546,2612,10197
19547,2612,3358
19549,2612,21739
19550,2612,1416
19551,2612,24407
19553,2612,10304
19555,2612,10210
19556,2612,12940
19557,2612,10644
19558,2612,27535
19560,2612,31505
19561,2612,27089
19562,2612,10891
19565,2612,12954
19566,2612,24410
19567,2612,1669
19568,2612,22545
19569,2612,15686
19570,2612,7879
19572,2612,4197
19573,2612,23980
19574,2612,26735
19575,2612,5481
19579,2612,6262
19581,2612,1713
19584,2612,1668
19585,2612,20159
19587,2612,9375
19588,2612,5971
19589,2612,11743
19590,2612,5444
19592,2612,13264
19594,2612,17807
19595,2612,4200
19596,2612,14064
19597,2612,25242
19598,2612,22556
19601,2615,8717
19603,2615,21689
19605,2615,10700
19609,2615,17780
19611,2615,11557
19612,2615,28800
19613,2615,10245
19616,2615,28594
19617,2615,28596
19619,2615,24397
19620,2615,10698
19621,2615,19294
19623,2615,29418
19626,2615,27095
19628,2615,5990
19630,2615,17213
19631,2615,24407
19636,2615,19546
19637,2615,28693
19638,2615,11937
19639,2615,20731
19640,2615,25506
19643,2615,17807
19646,2615,30755
19650,2615,28580
19651,2615,8491
19653,2615,19524
19656,2615,5975
19658,2615,9318
19660,2615,6001
19661,2615,22753
19665,2615,30551
19667,2615,6016
19669,2615,20774
19670,2615,31505
19672,2615,5971
19673,2615,5986
19677,2615,3392
19678,2615,22689
19680,2615,5510
19681,2615,21487
19683,2615,24338
19686,2615,10256
19687,2615,5966
19688,2615,16287
19689,2615,6578
19690,2615,5943
19691,2615,8496
19694,2615,6005
19695,2615,31595
19696,2615,194
19697,2615,25505
19698,2615,16288
19700,2623,30574
19701,2623,8717
19703,2623,11743
19704,2623,11557
19705,2623,7404
19706,2623,5207
19707,2623,22743
19708,2623,18367
19710,2623,26735
19714,2623,17213
19716,2623,22753
19721,2623,9468
19725,2623,25114
19726,2623,10644
19727,2623,9221
19728,2623,26138
19729,2623,21989
19730,2623,14370
19731,2623,10641
19732,2623,12315
19737,2623,7417
19739,2623,26256
19742,2623,7852
19743,2623,1642
19744,2623,3389
19747,2623,15169
19748,2623,1659
19749,2623,10210
19755,2623,251
19759,2623,5746
19760,2623,18318
19761,2623,31505
19763,2623,12948
19764,2623,5775
19765,2623,9886
19767,2623,3371
19768,2623,26251
19769,2623,5090
19771,2623,30573
19772,2623,25761
19773,2623,3358
19774,2623,22330
19775,2623,26754
19776,2623,29316
19777,2623,2104
19778,2623,10657
19779,2623,17217
19780,2623,14764
19781,2623,26246
19782,2623,26752
19784,2623,31430
19785,2623,22352
19786,2623,25191
19787,2623,4021
19788,2623,11505
19789,2623,9477
19793,2623,14064
19797,2623,7563
19799,2623,31535
19800,2657,7457
19802,2657,30574
19803,2657,7404
19804,2657,14487
19808,2657,11590
19810,2657,33114
19811,2657,8717
19812,2657,4949
19814,2657,14467
19816,2657,22753
19819,2657,26740
19820,2657,12315
19821,2657,30521
19825,2657,2277
19826,2657,7423
19827,2657,2313
19828,2657,11505
19829,2657,32989
19830,2657,24609
19831,2657,1642
19832,2657,240
19833,2657,21989
19835,2657,11497
19836,2657,20774
19837,2657,1659
19839,2657,25438
19840,2657,9886
19841,2657,18045
19845,2657,24624
19846,2657,12948
19849,2657,20849
19852,2657,27535
19853,2657,26754
19855,2657,15169
19856,2657,1128
19858,2657,20824
19859,2657,3389
19862,2657,6828
19863,2657,5090
19864,2657,14552
19866,2657,25011
19869,2657,236
19870,2657,17213
19873,2657,20731
19874,2657,7478
19875,2657,18318
19879,2657,30590
19880,2657,11491
19881,2657,22689
19882,2657,11221
19883,2657,24807
19887,2657,13992
19888,2657,8055
19889,2657,25150
19891,2657,31656
19892,2657,32586
19894,2657,2106
19897,2657,26256
19898,2657,10197
19901,2666,11743
19902,2666,11557
19905,2666,18367
19906,2666,22743
19908,2666,8055
19909,2666,8717
19910,2666,8067
19911,2666,236
19912,2666,5207
19914,2666,18326
19917,2666,9221
19919,2666,21989
19920,2666,12948
19922,2666,15048
19923,2666,26636
19925,2666,2313
19926,2666,923
19927,2666,4949
19928,2666,248
19929,2666,30672
19930,2666,22111
19932,2666,1416
19933,2666,17213
19935,2666,20288
19938,2666,3371
19939,2666,18318
19941,2666,3389
19943,2666,9886
19944,2666,21438
19945,2666,20849
19946,2666,1659
19947,2666,3392
19948,2666,2312
19953,2666,11590
19954,2666,2271
19958,2666,23931
19960,2666,1642
19962,2666,10197
19964,2666,18292
19965,2666,24807
19968,2666,31505
19969,2666,11834
19970,2666,28014
19971,2666,5090
19972,2666,14764
19974,2666,5951
19975,2666,20547
19976,2666,20774
19977,2666,22689
19980,2666,9477
19981,2666,15067
19982,2666,11776
19986,2666,7725
19987,2666,8346
19988,2666,17721
19990,2666,20824
19991,2666,22545
19993,2666,13759
19994,2666,8070
19996,2666,17857
19997,2666,930
19998,2666,5444
19999,2666,25149
20001,2677,11743
20002,2677,15048
20003,2677,26636
20004,2677,7404
20005,2677,21689
20007,2677,261
20011,2677,11557
20012,2677,15808
20013,2677,22743
20017,2677,15798
20019,2677,251
20021,2677,27669
20022,2677,15067
20023,2677,26735
20024,2677,5207
20026,2677,23909
20027,2677,14552
20028,2677,14370
20032,2677,10658
20034,2677,254
20036,2677,1642
20037,2677,14467
20039,2677,7422
20040,2677,5751
20042,2677,18292
20045,2677,20849
20047,2677,20731
20048,2677,30635
20049,2677,28014
20051,2677,8717
20053,2677,18326
20054,2677,32586
20055,2677,7478
20056,2677,12315
20057,2677,26740
20058,2677,25171
20059,2677,7725
20061,2677,7417
20062,2677,10657
20063,2677,31535
20064,2677,15816
20066,2677,18318
20069,2677,2690
20071,2677,7658
20073,2677,10245
20074,2677,5775
20076,2677,7472
20079,2677,20725
20080,2677,5090
20082,2677,18045
20083,2677,17213
20084,2677,10197
20085,2677,12948
20086,2677,10210
20088,2677,24447
20091,2677,23831
20092,2677,30860
20094,2677,28009
20095,2677,25110
20096,2677,12290
20097,2677,25161
20098,2677,273
20100,2696,23831
20102,2696,7404
20103,2696,11557
20104,2696,26735
20105,2696,27669
20106,2696,14487
20107,2696,7423
20108,2696,26256
20112,2696,14552
20113,2696,5751
20114,2696,5776
20117,2696,7478
20118,2696,26740
20119,2696,7668
20122,2696,30521
20124,2696,1642
20125,2696,26251
20126,2696,327
20128,2696,26246
20129,2696,5775
20130,2696,7417
20132,2696,8717
20133,2696,1659
20135,2696,25191
20138,2696,26257
20139,2696,13207
20141,2696,22034
20143,2696,5746
20146,2696,31505
20147,2696,30635
20148,2696,19958
20149,2696,11305
20151,2696,3885
20152,2696,24960
20153,2696,22689
20154,2696,18292
20155,2696,31535
20156,2696,17213
20157,2696,6657
20159,2696,30573
20160,2696,29716
20161,2696,18326
20163,2696,26636
20165,2696,21374
20167,2696,12948
20169,2696,5444
20171,2696,1691
20172,2696,18318
20173,2696,31514
20174,2696,5090
20175,2696,10932
20177,2696,13613
20178,2696,7725
20181,2696,31430
20182,2696,11765
20184,2696,26247
20185,2696,9477
20188,2696,3371
20189,2696,2690
20190,2696,5153
20192,2696,3389
20193,2696,1416
20196,2696,13214
20197,2696,30073
20201,2715,21689
20204,2715,12175
20207,2715,14467
20209,2715,3389
20213,2715,1416
20214,2715,8209
20215,2715,3371
20220,2715,30755
20221,2715,30521
20222,2715,17213
20223,2715,12186
20226,2715,8717
20229,2715,9477
20230,2715,19948
20231,2715,10245
20235,2715,30693
20236,2715,22753
20238,2715,8683
20239,2715,9221
20240,2715,19944
20241,2715,12243
20242,2715,12208
20243,2715,1642
20246,2715,5051
20248,2715,26510
20249,2715,22689
20250,2715,3377
20253,2715,21374
20254,2715,12182
20257,2715,20849
20259,2715,12213
20260,2715,20774
20261,2715,25562
20262,2715,5951
20265,2715,21685
20266,2715,2705
20267,2715,10210
20268,2715,25506
20270,2715,12869
20271,2715,28740
20272,2715,12200
20273,2715,26735
20274,2715,19524
20276,2715,23931
20277,2715,14601
20278,2715,14622
20281,2715,31155
20282,2715,9638
20283,2715,14134
20286,2715,21501
20287,2715,14631
20291,2715,12954
20294,2715,14520
20295,2715,8150
20300,2743,30574
20301,2743,8717
20303,2743,4605
20304,2743,19733
20306,2743,5207
20307,2743,3611
20308,2743,11557
20309,2743,19742
20310,2743,22743
20312,2743,1499
20313,2743,9012
20314,2743,6786
20315,2743,31265
20316,2743,27199
20317,2743,4615
20318,2743,9221
20319,2743,4594
20320,2743,1642
20321,2743,33114
20322,2743,31264
20324,2743,19738
20327,2743,11743
20330,2743,18045
20331,2743,4611
20332,2743,29045
20334,2743,5090
20335,2743,20849
20336,2743,11221
20337,2743,26459
20338,2743,21989
20339,2743,9886
20340,2743,27095
20342,2743,22034
20343,2743,17213
20344,2743,4561
20345,2743,25423
20346,2743,5180
20349,2743,6857
20351,2743,5444
20354,2743,27535
20356,2743,32586
20357,2743,3608
20358,2743,19749
20359,2743,2158
20361,2743,28038
20362,2743,31250
20363,2743,24493
20365,2743,6828
20368,2743,4949
20371,2743,7484
20378,2743,12940
20380,2743,3614
20381,2743,19735
20382,2743,5481
20383,2743,19786
20384,2743,29401
20386,2743,15642
20387,2743,31270
20388,2743,9007
20389,2743,14370
20391,2743,20125
20392,2743,5332
20393,2743,9602
20395,2743,27556
20396,2743,8517
20397,2743,25630
20398,2743,25192
20400,2744,30574
20402,2744,8717
20405,2744,31617
20406,2744,22743
20407,2744,21024
20409,2744,5207
20410,2744,26785
20411,2744,3389
20414,2744,17213
20415,2744,3371
20416,2744,12785
20417,2744,1642
20419,2744,26837
20421,2744,18045
20422,2744,8055
20426,2744,22753
20429,2744,29011
20432,2744,1659
20433,2744,1691
20434,2744,15067
20436,2744,3379
20437,2744,28300
20439,2744,20774
20440,2744,10210
20441,2744,3358
20442,2744,3377
20443,2744,21989
20445,2744,5751
20446,2744,12680
20447,2744,20287
20448,2744,13320
20450,2744,7725
20452,2744,4949
20453,2744,33114
20454,2744,5090
20455,2744,11376
20456,2744,26774
20457,2744,14821
20458,2744,32586
20459,2744,27199
20460,2744,27412
20462,2744,8067
20464,2744,5832
20465,2744,11503
20467,2744,27403
20468,2744,18367
20469,2744,617
20471,2744,25151
20472,2744,15060
20474,2744,25150
20475,2744,25153
20476,2744,25149
20477,2744,8066
20483,2744,27398
20484,2744,14064
20485,2744,11221
20486,2744,25148
20488,2744,21011
20489,2744,10641
20490,2744,18284
20492,2744,11978
20493,2744,11314
20494,2744,10094
20495,2744,12940
20496,2744,8938
20497,2744,31505
20498,2744,29316
20501,2748,11557
20502,2748,11743
20506,2748,8717
20511,2748,8067
20513,2748,15067
20514,2748,29434
20515,2748,9802
20517,2748,12948
20519,2748,21989
20520,2748,18326
20521,2748,12680
20522,2748,18045
20523,2748,21689
20524,2748,7946
20525,2748,30521
20527,2748,18292
20528,2748,29418
20529,2748,6216
20530,2748,6195
20533,2748,18318
20535,2748,22753
20538,2748,26636
20539,2748,487
20540,2748,24960
20541,2748,20774
20543,2748,2277
20544,2748,12940
20550,2748,923
20551,2748,10210
20553,2748,12663
20554,2748,13759
20555,2748,6190
20556,2748,23991
20558,2748,25149
20561,2748,5481
20563,2748,10753
20564,2748,19951
20565,2748,1128
20566,2748,20849
20570,2748,25234
20571,2748,25151
20572,2748,30573
20573,2748,2106
20575,2748,25822
20576,2748,25145
20577,2748,6185
20578,2748,6187
20580,2748,496
20581,2748,11505
20583,2748,27535
20588,2748,5427
20589,2748,26771
20590,2748,6122
20591,2748,12868
20592,2748,8069
20594,2748,23970
20595,2748,27011
20596,2748,27776
20597,2748,11801
20599,2748,27775
20600,2767,30574
20601,2767,8717
20602,2767,14552
20603,2767,21689
20606,2767,23931
20607,2767,2305
20608,2767,22743
20612,2767,17213
20613,2767,7457
20614,2767,30755
20615,2767,25562
20616,2767,31647
20618,2767,30521
20621,2767,22753
20622,2767,28025
20623,2767,2271
20624,2767,31505
20626,2767,23040
20628,2767,10304
20630,2767,26735
20631,2767,9221
20632,2767,3392
20633,2767,31656
20635,2767,22330
20637,2767,14557
20638,2767,14612
20639,2767,32586
20640,2767,10197
20641,2767,9477
20642,2767,20849
20643,2767,10210
20644,2767,24807
20648,2767,23923
20650,2767,9484
20653,2767,31414
20655,2767,21374
20656,2767,3358
20657,2767,21685
20658,2767,10245
20659,2767,21712
20662,2767,10316
20663,2767,21766
20664,2767,21803
20666,2767,12315
20668,2767,21788
20669,2767,14370
20671,2767,5444
20672,2767,14622
20673,2767,11590
20674,2767,24960
20675,2767,30573
20677,2767,26816
20678,2767,28740
20680,2767,2335
20683,2767,4949
20687,2767,7404
20688,2767,25506
20690,2767,14572
20691,2767,29388
20692,2767,14625
20694,2767,923
20695,2767,20731
20696,2767,24338
20697,2767,23349
20699,2767,32099
20700,2784,30574
20702,2784,21689
20704,2784,11557
20705,2784,21773
20707,2784,10891
20708,2784,3027
20709,2784,23535
20710,2784,9318
20711,2784,30258
20713,2784,3106
20714,2784,2982
20715,2784,14552
20718,2784,5207
20721,2784,24526
20722,2784,3169
20725,2784,25562
20726,2784,1511
20728,2784,3120
20729,2784,22753
20730,2784,5751
20732,2784,20849
20734,2784,7668
20735,2784,461
20737,2784,8680
20738,2784,31957
20740,2784,20774
20742,2784,10886
20746,2784,31954
20747,2784,2970
20748,2784,2998
20751,2784,18367
20753,2784,30755
20756,2784,31951
20757,2784,12315
20758,2784,31535
20759,2784,24960
20760,2784,25153
20764,2784,2867
20766,2784,1063
20770,2784,2967
20771,2784,27132
20772,2784,2950
20774,2784,15169
20775,2784,25000
20776,2784,30756
20778,2784,2705
20781,2784,22313
20782,2784,25152
20783,2784,30551
20786,2784,26816
20787,2784,21685
20788,2784,19625
20790,2784,31514
20791,2784,8571
20793,2784,1713
20794,2784,7316
20796,2784,12420
20797,2784,5444
20801,2794,11743
20802,2794,11557
20803,2794,7457
20804,2794,8717
20806,2794,22743
20807,2794,2277
20808,2794,22034
20809,2794,24080
20810,2794,240
20812,2794,20939
20813,2794,5207
20814,2794,8055
20815,2794,18326
20817,2794,24083
20820,2794,21989
20823,2794,18045
20826,2794,4949
20830,2794,8067
20831,2794,30445
20832,2794,24060
20833,2794,251
20834,2794,12948
20835,2794,31656
20836,2794,26735
20837,2794,261
20838,2794,31535
20839,2794,15048
20841,2794,450
20842,2794,20849
20843,2794,30573
20844,2794,18292
20846,2794,30672
20848,2794,11590
20850,2794,1659
20851,2794,20282
20852,2794,22025
20854,2794,10644
20856,2794,30325
20859,2794,31505
20860,2794,23960
20863,2794,12315
20864,2794,32586
20868,2794,24062
20869,2794,12940
20870,2794,30860
20872,2794,10197
20874,2794,25149
20875,2794,25114
20877,2794,31514
20878,2794,30463
20881,2794,25152
20882,2794,7423
20883,2794,26837
20884,2794,27656
20885,2794,5481
20886,2794,25150
20887,2794,7725
20888,2794,2294
20889,2794,1642
20891,2794,2098
20892,2794,5090
20893,2794,9477
20894,2794,27666
20895,2794,25151
20896,2794,10210
20897,2794,32686
20898,2794,6046
20899,2794,24044
20901,2839,11557
20903,2839,11743
20904,2839,6953
20906,2839,11305
20907,2839,7457
20908,2839,6857
20911,2839,6828
20912,2839,6895
20913,2839,19974
20915,2839,25438
20918,2839,22743
20920,2839,6838
20922,2839,7404
20924,2839,12600
20925,2839,16799
20929,2839,6829
20930,2839,16805
20931,2839,7852
20932,2839,25114
20935,2839,8055
20938,2839,21470
20939,2839,18851
20940,2839,11590
20941,2839,22753
20944,2839,22034
20945,2839,12315
20946,2839,6597
20950,2839,6847
20951,2839,18045
20952,2839,9221
20953,2839,17090
20955,2839,21447
20956,2839,6977
20959,2839,33124
20960,2839,26459
20961,2839,20849
20962,2839,15169
20964,2839,2104
20965,2839,25436
20966,2839,29452
20967,2839,6909
20968,2839,25034
20970,2839,7484
20971,2839,3677
20972,2839,18367
20973,2839,6866
20975,2839,3392
20977,2839,10404
20978,2839,6949
20979,2839,3389
20981,2839,28525
20982,2839,21989
20983,2839,11505
20985,2839,22689
20987,2839,32586
20988,2839,33023
20989,2839,11497
20990,2839,20570
20991,2839,25191
20993,2839,8067
20994,2839,4949
20996,2839,20785
20997,2839,17086
20999,2839,27535
21000,2865,30574
21001,2865,14487
21003,2865,11557
21005,2865,2938
21007,2865,8717
21009,2865,4949
21011,2865,22743
21012,2865,14552
21013,2865,1642
21014,2865,1659
21015,2865,22034
21016,2865,18367
21017,2865,22753
21018,2865,21989
21019,2865,7404
21020,2865,11590
21021,2865,5051
21022,2865,21344
21023,2865,18045
21025,2865,10932
21028,2865,18326
21030,2865,8067
21031,2865,9886
21032,2865,362
21034,2865,33114
21035,2865,30521
21036,2865,4985
21037,2865,20849
21039,2865,14461
21040,2865,11780
21042,2865,2277
21045,2865,14527
21046,2865,3392
21048,2865,3016
21050,2865,3371
21051,2865,31075
21052,2865,20570
21054,2865,5481
21056,2865,11505
21057,2865,10644
21058,2865,27535
21059,2865,2313
21061,2865,7852
21062,2865,18318
21064,2865,14524
21065,2865,2104
21067,2865,11978
21068,2865,20547
21070,2865,14712
21071,2865,31817
21072,2865,32586
21073,2865,14370
21074,2865,14523
21075,2865,10197
21077,2865,617
21078,2865,11644
21080,2865,32989
21083,2865,11643
21084,2865,5036
21085,2865,20288
21086,2865,14485
21088,2865,25506
21090,2865,24960
21091,2865,15174
21092,2865,20824
21095,2865,22352
21097,2865,25149
21098,2865,32688
21100,2872,30574
21102,2872,14467
21103,2872,8717
21104,2872,11557
21107,2872,10641
21108,2872,4949
21113,2872,14552
21117,2872,1642
21120,2872,9221
21121,2872,5751
21123,2872,3371
21124,2872,26138
21125,2872,18367
21127,2872,3389
21128,2872,1416
21130,2872,22034
21131,2872,8055
21132,2872,941
21133,2872,22689
21135,2872,18525
21140,2872,3377
21141,2872,32686
21143,2872,20774
21144,2872,2277
21146,2872,11665
21147,2872,5051
21148,2872,11780
21149,2872,5747
21151,2872,20849
21152,2872,10197
21156,2872,21111
21158,2872,10210
21159,2872,12940
21160,2872,4985
21161,2872,14461
21162,2872,10330
21165,2872,27535
21167,2872,609
21168,2872,32586
21171,2872,25149
21173,2872,2938
21174,2872,11644
21175,2872,25144
21176,2872,32724
21177,2872,6719
21179,2872,25150
21180,2872,31656
21181,2872,18318
21182,2872,25148
21184,2872,6750
21185,2872,617
21186,2872,5776
21188,2872,6720
21189,2872,11497
21190,2872,12600
21192,2872,11643
21193,2872,9484
21195,2872,9147
21196,2872,22643
21198,2872,6511
21200,2873,30574
21201,2873,14487
21202,2873,11743
21203,2873,14467
21205,2873,8717
21209,2873,2938
21210,2873,20939
21216,2873,31075
21219,2873,1659
21220,2873,25647
21222,2873,18045
21223,2873,22034
21224,2873,8055
21225,2873,20849
21227,2873,20774
21229,2873,18367
21230,2873,3371
21231,2873,617
21232,2873,3392
21233,2873,6750
21234,2873,615
21235,2873,18326
21236,2873,9886
21237,2873,611
21243,2873,3027
21244,2873,2277
21247,2873,3389
21249,2873,3377
21250,2873,12553
21252,2873,5481
21253,2873,14523
21254,2873,11644
21256,2873,11497
21257,2873,27535
21258,2873,2313
21259,2873,25147
21260,2873,15174
21261,2873,5051
21262,2873,2104
21263,2873,7457
21264,2873,32586
21265,2873,3379
21267,2873,31557
21268,2873,25146
21270,2873,350
21271,2873,14527
21272,2873,25144
21273,2873,11305
21274,2873,11505
21275,2873,25152
21276,2873,30521
21277,2873,25150
21278,2873,20288
21281,2873,25438
21283,2873,4985
21285,2873,4968
21286,2873,15392
21289,2873,17213
21290,2873,31656
21292,2873,11221
21293,2873,1416
21294,2873,22643
21295,2873,11658
21296,2873,11500
21297,2873,14460
21298,2873,1684
21299,2873,25701
21300,2879,30574
21302,2879,4755
21305,2879,19165
21308,2879,11557
21310,2879,27705
21312,2879,19141
21313,2879,11743
21316,2879,22973
21317,2879,29011
21318,2879,5207
21320,2879,9221
21321,2879,13547
21322,2879,27644
21323,2879,27723
21324,2879,27199
21325,2879,1542
21327,2879,27646
21328,2879,7739
21329,2879,27618
21330,2879,7824
21332,2879,30490
21333,2879,18886
21334,2879,9886
21338,2879,33114
21339,2879,7725
21342,2879,16203
21343,2879,32989
21345,2879,15169
21346,2879,29452
21351,2879,13141
21352,2879,19150
21353,2879,22753
21355,2879,25150
21356,2879,25153
21357,2879,18054
21358,2879,10093
21360,2879,1078
21361,2879,5481
21362,2879,9147
21363,2879,7787
21365,2879,14821
21366,2879,19109
21367,2879,7806
21373,2879,25152
21375,2879,27556
21376,2879,14764
21377,2879,1642
21378,2879,26735
21380,2879,27699
21381,2879,13528
21382,2879,13565
21383,2879,19068
21385,2879,19078
21388,2879,831
21389,2879,20405
21390,2879,7829
21391,2879,3216
21393,2879,28340
21395,2879,19173
21396,2879,19100
21397,2879,9153
21399,2879,28166
21400,2880,30574
21401,2880,19052
21405,2880,13561
21406,2880,7778
21407,2880,4755
21408,2880,22743
21409,2880,19165
21411,2880,11743
21412,2880,13547
21414,2880,33114
21415,2880,1540
21416,2880,27705
21417,2880,25223
21418,2880,19141
21419,2880,27199
21420,2880,29011
21422,2880,19083
21423,2880,1691
21424,2880,7739
21425,2880,7824
21426,2880,32989
21430,2880,27644
21431,2880,16205
21432,2880,22753
21436,2880,15048
21438,2880,18045
21439,2880,13575
21440,2880,30729
21441,2880,27646
21442,2880,18886
21443,2880,29452
21444,2880,30521
21448,2880,19064
21449,2880,7763
21451,2880,27618
21452,2880,11590
21454,2880,7725
21456,2880,15169
21459,2880,13555
21460,2880,19079
21462,2880,2595
21464,2880,19146
21466,2880,20774
21467,2880,25167
21468,2880,32586
21469,2880,13565
21472,2880,13141
21475,2880,5481
21476,2880,12680
21477,2880,12035
21478,2880,13564
21480,2880,17406
21481,2880,5090
21482,2880,9886
21483,2880,14370
21484,2880,19072
21487,2880,30490
21488,2880,1078
21489,2880,9147
21490,2880,19152
21491,2880,1128
21492,2880,25152
21493,2880,25151
21494,2880,25153
21496,2880,7784
21497,2880,25093
21498,2880,19166
21499,2880,27706
21500,2915,30574
21501,2915,8717
21503,2915,11743
21504,2915,1691
21505,2915,29045
21508,2915,32989
21509,2915,6953
21511,2915,17124
21513,2915,6888
21514,2915,22743
21515,2915,6857
21516,2915,11557
21517,2915,12850
21520,2915,7457
21521,2915,16799
21523,2915,6895
21526,2915,3371
21527,2915,1542
21531,2915,17129
21532,2915,14046
21536,2915,5090
21538,2915,22753
21539,2915,33012
21540,2915,30521
21541,2915,26735
21542,2915,1540
21544,2915,30066
21546,2915,25014
21547,2915,19983
21550,2915,5709
21551,2915,8055
21552,2915,12948
21553,2915,22597
21554,2915,6178
21555,2915,3392
21558,2915,6847
21559,2915,6976
21563,2915,17213
21566,2915,16805
21567,2915,10210
21568,2915,25034
21572,2915,32996
21573,2915,33023
21574,2915,5158
21575,2915,1225
21576,2915,29048
21578,2915,15169
21579,2915,33124
21580,2915,1642
21581,2915,30358
21582,2915,18054
21583,2915,7404
