,Unnamed: 0,book_id,authors,original_publication_year,title,language_code,image_url,small_image_url
929,929,930,Elizabeth Strout,2008.0,Olive Kitteridge,eng,https://images.gr-assets.com/books/1320430655m/1736739.jpg,https://images.gr-assets.com/books/1320430655s/1736739.jpg
930,930,931,"Lena Dunham, Joana Avillez",2014.0,"Not That Kind of Girl: A Young Woman Tells You What She's ""Learned""",eng,https://images.gr-assets.com/books/1402816003m/20588698.jpg,https://images.gr-assets.com/books/1402816003s/20588698.jpg
931,931,932,James C. Collins,2001.0,Good to Great: Why Some Companies Make the Leap... and Others Don't,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
932,932,933,Kristin Cashore,2009.0,"Fire (Graceling Realm, #2)",en-US,https://images.gr-assets.com/books/1331535456m/6137154.jpg,https://images.gr-assets.com/books/1331535456s/6137154.jpg
933,933,934,Samuel Beckett,1952.0,Waiting for Godot,eng,https://images.gr-assets.com/books/1327910301m/17716.jpg,https://images.gr-assets.com/books/1327910301s/17716.jpg
934,934,935,Jack London,1906.0,White Fang,eng,https://images.gr-assets.com/books/1475878443m/43035.jpg,https://images.gr-assets.com/books/1475878443s/43035.jpg
935,935,936,"Stephen King, Bernie Wrightson",2003.0,"Wolves of the Calla (The Dark Tower, #5)",eng,https://images.gr-assets.com/books/1419360231m/4978.jpg,https://images.gr-assets.com/books/1419360231s/4978.jpg
936,936,937,Philip Pullman,2000.0,His Dark Materials (His Dark Materials #1-3),eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
937,937,938,J.A. Redmerski,2012.0,"The Edge of Never (The Edge of Never, #1)",en-US,https://images.gr-assets.com/books/1358810128m/16081272.jpg,https://images.gr-assets.com/books/1358810128s/16081272.jpg
938,938,939,Kimberly McCreight,2013.0,Reconstructing Amelia,eng,https://images.gr-assets.com/books/1350193583m/15776309.jpg,https://images.gr-assets.com/books/1350193583s/15776309.jpg
939,939,940,Jojo Moyes,2014.0,One Plus One,eng,https://images.gr-assets.com/books/1403185695m/18693716.jpg,https://images.gr-assets.com/books/1403185695s/18693716.jpg
940,940,941,Michael Cunningham,1998.0,The Hours,en-US,https://images.gr-assets.com/books/1479663379m/11899.jpg,https://images.gr-assets.com/books/1479663379s/11899.jpg
941,941,942,Alice Clayton,2012.0,"Wallbanger (Cocktail, #1)",eng,https://images.gr-assets.com/books/1352205960m/15858248.jpg,https://images.gr-assets.com/books/1352205960s/15858248.jpg
942,942,943,David Sedaris,1997.0,Holidays on Ice,eng,https://images.gr-assets.com/books/1328330843m/4136.jpg,https://images.gr-assets.com/books/1328330843s/4136.jpg
943,943,944,Stephen King,1996.0,Desperation,eng,https://images.gr-assets.com/books/1395764566m/10584.jpg,https://images.gr-assets.com/books/1395764566s/10584.jpg
944,944,945,Lauren Kate,2011.0,"Passion (Fallen, #3)",eng,https://images.gr-assets.com/books/1362339802m/9369720.jpg,https://images.gr-assets.com/books/1362339802s/9369720.jpg
945,945,946,James Dashner,2012.0,"The Kill Order (Maze Runner, #0.5)",eng,https://images.gr-assets.com/books/1330636153m/13089710.jpg,https://images.gr-assets.com/books/1330636153s/13089710.jpg
946,946,947,Susan Ee,2011.0,"Angelfall (Penryn & the End of Days, #1)",en-US,https://images.gr-assets.com/books/1423238576m/11500217.jpg,https://images.gr-assets.com/books/1423238576s/11500217.jpg
947,947,948,Richard Russo,2001.0,Empire Falls,eng,https://images.gr-assets.com/books/1403184884m/187020.jpg,https://images.gr-assets.com/books/1403184884s/187020.jpg
948,948,949,Robert Jordan,1993.0,"The Fires of Heaven (Wheel of Time, #5)",en-US,https://images.gr-assets.com/books/1327866286m/13895.jpg,https://images.gr-assets.com/books/1327866286s/13895.jpg
949,949,950,Jandy Nelson,2014.0,I'll Give You the Sun,eng,https://images.gr-assets.com/books/1496659336m/20820994.jpg,https://images.gr-assets.com/books/1496659336s/20820994.jpg
950,950,951,Chuck Palahniuk,1999.0,Survivor,en-US,https://images.gr-assets.com/books/1327346693m/22283.jpg,https://images.gr-assets.com/books/1327346693s/22283.jpg
951,951,952,Sophie Kinsella,2007.0,"Shopaholic & Baby (Shopaholic, #5)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
952,952,953,Stephen King,2004.0,"The Dark Tower (The Dark Tower, #7)",en-US,https://images.gr-assets.com/books/1372296329m/5091.jpg,https://images.gr-assets.com/books/1372296329s/5091.jpg
953,953,954,Catherine Hardwicke,2009.0,Twilight Director's Notebook : The Story of How We Made the Movie Based on the Novel by Stephenie Meyer,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
954,954,955,Sophie Kinsella,2001.0,"Shopaholic Takes Manhattan (Shopaholic, #2)",en-US,https://images.gr-assets.com/books/1266449959m/9418.jpg,https://images.gr-assets.com/books/1266449959s/9418.jpg
955,955,956,Richard Feynman,1984.0,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",en-US,https://images.gr-assets.com/books/1348445281m/5544.jpg,https://images.gr-assets.com/books/1348445281s/5544.jpg
956,956,957,Maggie Stiefvater,2010.0,"Linger (The Wolves of Mercy Falls, #2)",en-US,https://images.gr-assets.com/books/1292482391m/6654313.jpg,https://images.gr-assets.com/books/1292482391s/6654313.jpg
957,957,958,L.M. Montgomery,1908.0,"The Complete Anne of Green Gables Boxed Set (Anne of Green Gables, #1-8)",eng,https://images.gr-assets.com/books/1267721500m/3579.jpg,https://images.gr-assets.com/books/1267721500s/3579.jpg
958,958,959,"James Joyce, Seamus Deane",1916.0,A Portrait of the Artist as a Young Man,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
959,959,960,"Robert Jordan, Brandon Sanderson",2009.0,"The Gathering Storm (Wheel of Time, #12)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
960,960,961,"George Eliot, Michel Faber",1871.0,Middlemarch,eng,https://images.gr-assets.com/books/1481264628m/19089.jpg,https://images.gr-assets.com/books/1481264628s/19089.jpg
961,961,962,Colleen Hoover,2012.0,"Point of Retreat (Slammed, #2)",eng,https://images.gr-assets.com/books/1330543249m/13496084.jpg,https://images.gr-assets.com/books/1330543249s/13496084.jpg
962,962,963,John Grisham,1997.0,The Partner,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
963,963,964,J.R.R. Tolkien,1973.0,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,eng,https://images.gr-assets.com/books/1346072396m/30.jpg,https://images.gr-assets.com/books/1346072396s/30.jpg
964,964,965,S.C. Stephens,2009.0,"Thoughtless (Thoughtless, #1)",eng,https://images.gr-assets.com/books/1331254339m/13517535.jpg,https://images.gr-assets.com/books/1331254339s/13517535.jpg
965,965,966,Scott Turow,1986.0,Presumed Innocent,eng,https://images.gr-assets.com/books/1404412704m/425029.jpg,https://images.gr-assets.com/books/1404412704s/425029.jpg
966,966,967,Stephen King,1989.0,The Dark Half,eng,https://images.gr-assets.com/books/1430122353m/11597.jpg,https://images.gr-assets.com/books/1430122353s/11597.jpg
967,967,968,Stacy Schiff,2006.0,Cleopatra: A Life,eng,https://images.gr-assets.com/books/1294098301m/7968243.jpg,https://images.gr-assets.com/books/1294098301s/7968243.jpg
968,968,969,Thomas L. Friedman,2005.0,The World Is Flat: A Brief History of the Twenty-first Century,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
969,969,970,Brandon Sanderson,2013.0,"Steelheart (The Reckoners, #1)",eng,https://images.gr-assets.com/books/1357576738m/17182126.jpg,https://images.gr-assets.com/books/1357576738s/17182126.jpg
970,970,971,"Marcus Pfister, J. Alison James",1995.0,The Rainbow Fish,en-US,https://images.gr-assets.com/books/1328755881m/766020.jpg,https://images.gr-assets.com/books/1328755881s/766020.jpg
971,971,972,Jules Verne,1864.0,"Journey to the Center of the Earth (Extraordinary Voyages, #3)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
972,972,973,Gretchen Rubin,2009.0,"The Happiness Project: Or Why I Spent a Year Trying to Sing in the Morning, Clean My Closets, Fight Right, Read Aristotle, and Generally Have More Fun",eng,https://images.gr-assets.com/books/1256849491m/6398634.jpg,https://images.gr-assets.com/books/1256849491s/6398634.jpg
973,973,974,Philip K. Dick,1962.0,The Man in the High Castle,eng,https://images.gr-assets.com/books/1448756803m/216363.jpg,https://images.gr-assets.com/books/1448756803s/216363.jpg
974,974,975,"Vincent Bugliosi, Curt Gentry",1974.0,Helter Skelter: The True Story of the Manson Murders,en-GB,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
975,975,976,"Robert Kapilow, Dr. Seuss",2015,"Dr. Seuss's Green Eggs and Ham: For Soprano, Boy Soprano, and Orchestra",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
976,976,977,"Dante Alighieri, Anthony M. Esolen",1320.0,Inferno (The Divine Comedy #1),eng,https://images.gr-assets.com/books/1333579470m/15645.jpg,https://images.gr-assets.com/books/1333579470s/15645.jpg
977,977,978,Deborah Harkness,2012.0,"Shadow of Night (All Souls Trilogy, #2)",eng,https://images.gr-assets.com/books/1320604137m/11559200.jpg,https://images.gr-assets.com/books/1320604137s/11559200.jpg
978,978,979,Jodi Picoult,2014.0,Leaving Time,eng,https://images.gr-assets.com/books/1394487223m/18816603.jpg,https://images.gr-assets.com/books/1394487223s/18816603.jpg
979,979,980,Patricia Briggs,2006.0,"Moon Called (Mercy Thompson, #1)",eng,https://images.gr-assets.com/books/1272070347m/71811.jpg,https://images.gr-assets.com/books/1272070347s/71811.jpg
980,980,981,Melissa de la Cruz,2006.0,"Blue Bloods (Blue Bloods, #1)",en-US,https://images.gr-assets.com/books/1322281515m/872333.jpg,https://images.gr-assets.com/books/1322281515s/872333.jpg
981,981,982,Caleb Carr,1994.0,"The Alienist (Dr. Laszlo Kreizler, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
982,982,983,Ta-Nehisi Coates,2015.0,Between the World and Me,eng,https://images.gr-assets.com/books/1451435027m/25489625.jpg,https://images.gr-assets.com/books/1451435027s/25489625.jpg
983,983,984,"John Milton, John      Leonard",1667.0,Paradise Lost,eng,https://images.gr-assets.com/books/1455618673m/15997.jpg,https://images.gr-assets.com/books/1455618673s/15997.jpg
984,984,985,Michael   Lewis,2009.0,The Big Short: Inside the Doomsday Machine,en-US,https://images.gr-assets.com/books/1453470736m/6463967.jpg,https://images.gr-assets.com/books/1453470736s/6463967.jpg
985,985,986,Stephen King,1999.0,The Girl Who Loved Tom Gordon,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
986,986,987,"Patrick Ness, Jim Kay, Siobhan Dowd",2011.0,A Monster Calls,eng,https://images.gr-assets.com/books/1485991317m/8621462.jpg,https://images.gr-assets.com/books/1485991317s/8621462.jpg
987,987,988,"Robert Jordan, Brandon Sanderson",2010.0,"Towers of Midnight (Wheel of Time, #13)",en-US,https://images.gr-assets.com/books/1358109459m/8253920.jpg,https://images.gr-assets.com/books/1358109459s/8253920.jpg
988,988,989,Frederick Forsyth,1971.0,The Day of the Jackal,eng,https://images.gr-assets.com/books/1405364996m/540020.jpg,https://images.gr-assets.com/books/1405364996s/540020.jpg
989,989,990,"Jason Fried, David Heinemeier Hansson",2010.0,Rework,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
990,990,991,Rainbow Rowell,2011.0,Attachments,eng,https://images.gr-assets.com/books/1499377988m/8909152.jpg,https://images.gr-assets.com/books/1499377988s/8909152.jpg
991,991,992,"Stephenie Meyer, Ilyana Kadushin, Matt Walters",2005.0,"The Twilight Saga (Twilight, #1-4)",eng,https://images.gr-assets.com/books/1327930511m/3090465.jpg,https://images.gr-assets.com/books/1327930511s/3090465.jpg
992,992,993,Carol Rifka Brunt,2012.0,Tell the Wolves I'm Home,eng,https://images.gr-assets.com/books/1335450415m/12875258.jpg,https://images.gr-assets.com/books/1335450415s/12875258.jpg
993,993,994,James Herriot,1972.0,"All Creatures Great and Small (All Creatures Great and Small, #1-2)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
994,994,995,Michelle Hodkin,2011.0,"The Unbecoming of Mara Dyer (Mara Dyer, #1)",eng,https://images.gr-assets.com/books/1336655755m/11408650.jpg,https://images.gr-assets.com/books/1336655755s/11408650.jpg
995,995,996,Janet Evanovich,1997.0,"Three to Get Deadly (Stephanie Plum, #3)",en-US,https://images.gr-assets.com/books/1311727539m/6854.jpg,https://images.gr-assets.com/books/1311727539s/6854.jpg
996,996,997,Emmuska Orczy,1905.0,The Scarlet Pimpernel,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
997,997,998,"Jon Stone, Michael J. Smollin",1971.0,The Monster at the End of this Book,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
998,998,999,Judy Blume,1972.0,"Tales of a Fourth Grade Nothing (Fudge, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
999,999,1000,Leigh Bardugo,2012.0,"Shadow and Bone (Shadow and Bone, #1)",eng,https://images.gr-assets.com/books/1339533695m/10194157.jpg,https://images.gr-assets.com/books/1339533695s/10194157.jpg
1000,1000,1001,"Herman Koch, Sam Garrett",2009.0,The Dinner,eng,https://images.gr-assets.com/books/1355949630m/15797938.jpg,https://images.gr-assets.com/books/1355949630s/15797938.jpg
1001,1001,1002,Marie Lu,2013.0,"Champion (Legend, #3)",eng,https://images.gr-assets.com/books/1382652310m/14290364.jpg,https://images.gr-assets.com/books/1382652310s/14290364.jpg
1002,1002,1003,Carl Sagan,1985.0,Contact,eng,https://images.gr-assets.com/books/1408792653m/61666.jpg,https://images.gr-assets.com/books/1408792653s/61666.jpg
1003,1003,1004,Stephanie Perkins,2011.0,"Lola and the Boy Next Door (Anna and the French Kiss, #2)",en-US,https://images.gr-assets.com/books/1358271832m/9961796.jpg,https://images.gr-assets.com/books/1358271832s/9961796.jpg
1004,1004,1005,Zadie Smith,1999.0,White Teeth,en-US,https://images.gr-assets.com/books/1374739885m/3711.jpg,https://images.gr-assets.com/books/1374739885s/3711.jpg
1005,1005,1006,"Chris Kyle, Scott McEwen, Jim DeFelice",2012.0,American Sniper: The Autobiography of the Most Lethal Sniper in U.S. Military History,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1006,1006,1007,Chelsea Handler,2004.0,My Horizontal Life: A Collection of One-Night Stands,en-GB,https://images.gr-assets.com/books/1388631721m/35982.jpg,https://images.gr-assets.com/books/1388631721s/35982.jpg
1007,1007,1008,Pittacus Lore,2011.0,"The Power of Six (Lorien Legacies, #2)",eng,https://images.gr-assets.com/books/1345067406m/8659601.jpg,https://images.gr-assets.com/books/1345067406s/8659601.jpg
1008,1008,1009,Meg Wolitzer,2013.0,The Interestings,eng,https://images.gr-assets.com/books/1451446889m/15815333.jpg,https://images.gr-assets.com/books/1451446889s/15815333.jpg
1009,1009,1010,Bill Watterson,1988.0,The Essential Calvin and Hobbes: A Calvin and Hobbes Treasury,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1010,1010,1011,Geraldine Brooks,2008.0,People of the Book,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1011,1011,1012,Kate Morton,2012.0,The Secret Keeper,eng,https://images.gr-assets.com/books/1455089196m/13508607.jpg,https://images.gr-assets.com/books/1455089196s/13508607.jpg
1012,1012,1013,Better Homes and Gardens,1953.0,Better Homes and Gardens New Cook Book  ,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1013,1013,1014,Douglas Adams,1984.0,"So Long, and Thanks for All the Fish (Hitchhiker's Guide to the Galaxy, #4)",eng,https://images.gr-assets.com/books/1369563116m/8698.jpg,https://images.gr-assets.com/books/1369563116s/8698.jpg
1014,1014,1015,"Hermann Hesse, Basil Creighton",1927.0,Steppenwolf,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1015,1015,1016,Tess Gerritsen,2001.0,"The Surgeon (Rizzoli & Isles, #1)",en-GB,https://images.gr-assets.com/books/1277923728m/32263.jpg,https://images.gr-assets.com/books/1277923728s/32263.jpg
1016,1016,1017,Jojo Moyes,2012.0,The Girl You Left Behind,eng,https://images.gr-assets.com/books/1366558957m/17572903.jpg,https://images.gr-assets.com/books/1366558957s/17572903.jpg
1017,1017,1018,Robin Hobb,1996.0,"Royal Assassin (Farseer Trilogy, #2)",eng,https://images.gr-assets.com/books/1387145228m/68487.jpg,https://images.gr-assets.com/books/1387145228s/68487.jpg
1018,1018,1019,Arthur C. Clarke,1953.0,Childhood's End,en-US,https://images.gr-assets.com/books/1320552628m/414999.jpg,https://images.gr-assets.com/books/1320552628s/414999.jpg
1019,1019,1020,"Kate DiCamillo, Timothy Basil Ering",2004.0,The Tale of Despereaux,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1020,1020,1021,"Barbara Kingsolver, Steven L. Hopp, Camille Kingsolver, Richard A. Houser",2007.0,"Animal, Vegetable, Miracle: A Year of Food Life",en-US,https://images.gr-assets.com/books/1480104279m/25460.jpg,https://images.gr-assets.com/books/1480104279s/25460.jpg
1021,1021,1022,Sarah J. Maas,2014.0,"Heir of Fire (Throne of Glass, #3)",eng,https://images.gr-assets.com/books/1460846511m/20613470.jpg,https://images.gr-assets.com/books/1460846511s/20613470.jpg
1022,1022,1023,Robert Jordan,1994.0,"Lord of Chaos (Wheel of Time, #6)",eng,https://images.gr-assets.com/books/1480096417m/35231.jpg,https://images.gr-assets.com/books/1480096417s/35231.jpg
1023,1023,1024,Alan Bradley,2009.0,"The Sweetness at the Bottom of the Pie (Flavia de Luce, #1)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1024,1024,1025,Donald Miller,2003.0,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1025,1025,1026,Diana Gabaldon,2005.0,"A Breath of Snow and Ashes (Outlander, #6)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1026,1026,1027,Rick Riordan,2014.0,"The Blood of Olympus (The Heroes of Olympus, #5)",eng,https://images.gr-assets.com/books/1464201441m/18705209.jpg,https://images.gr-assets.com/books/1464201441s/18705209.jpg
1027,1027,1028,Liane Moriarty,2016.0,Truly Madly Guilty,eng,https://images.gr-assets.com/books/1491249206m/26247008.jpg,https://images.gr-assets.com/books/1491249206s/26247008.jpg
1028,1028,1029,"Brian K. Vaughan, Fiona Staples",2012.0,"Saga, Vol. 1 (Saga, #1)",eng,https://images.gr-assets.com/books/1486028947m/15704307.jpg,https://images.gr-assets.com/books/1486028947s/15704307.jpg
1029,1029,1030,Chad Harbach,2011.0,The Art of Fielding,eng,https://images.gr-assets.com/books/1327882787m/10996342.jpg,https://images.gr-assets.com/books/1327882787s/10996342.jpg
1030,1030,1031,Ernest Hemingway,1964.0,A Moveable Feast,eng,https://images.gr-assets.com/books/1427463201m/4631.jpg,https://images.gr-assets.com/books/1427463201s/4631.jpg
1031,1031,1032,Brandon Mull,2006.0,"Fablehaven (Fablehaven, #1)",eng,https://images.gr-assets.com/books/1460309528m/44652.jpg,https://images.gr-assets.com/books/1460309528s/44652.jpg
1032,1032,1033,"Lemony Snicket, Brett Helquist",2000.0,"The Wide Window (A Series of Unfortunate Events, #3)",eng,https://images.gr-assets.com/books/1320705923m/438492.jpg,https://images.gr-assets.com/books/1320705923s/438492.jpg
1033,1033,1034,Jim Butcher,2001.0,"Grave Peril (The Dresden Files, #3)",eng,https://images.gr-assets.com/books/1266470209m/91476.jpg,https://images.gr-assets.com/books/1266470209s/91476.jpg
1034,1034,1035,Walter Isaacson,2007.0,Einstein: His Life and Universe,eng,https://images.gr-assets.com/books/1328011405m/10884.jpg,https://images.gr-assets.com/books/1328011405s/10884.jpg
1035,1035,1036,S.C. Stephens,2011.0,"Effortless (Thoughtless, #2)",eng,https://images.gr-assets.com/books/1364805648m/15842441.jpg,https://images.gr-assets.com/books/1364805648s/15842441.jpg
1036,1036,1037,John Grisham,1998.0,The Street Lawyer,eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1037,1037,1038,Mildred D. Taylor,1976.0,"Roll of Thunder, Hear My Cry (Logans, #4)",eng,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1038,1038,1039,"Seth Grahame-Smith, Jane Austen",2009.0,"Pride and Prejudice and Zombies (Pride and Prejudice and Zombies, #1)",eng,https://images.gr-assets.com/books/1320449653m/5899779.jpg,https://images.gr-assets.com/books/1320449653s/5899779.jpg
1039,1039,1040,David Sedaris,2013.0,Let's Explore Diabetes with Owls,eng,https://images.gr-assets.com/books/1359704028m/15790837.jpg,https://images.gr-assets.com/books/1359704028s/15790837.jpg
1040,1040,1041,"Fyodor Dostoyevsky, Constance Garnett, Alan Myers, Joseph Frank, Anna Brailovsky",1868.0,The Idiot,eng,https://images.gr-assets.com/books/1327865902m/12505.jpg,https://images.gr-assets.com/books/1327865902s/12505.jpg
1041,1041,1042,Douglas Adams,1987.0,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),en-US,https://images.gr-assets.com/books/1404697381m/365.jpg,https://images.gr-assets.com/books/1404697381s/365.jpg
1042,1042,1043,Jeff Kinney,2008.0,"Rodrick Rules (Diary of a Wimpy Kid, #2)",en-US,https://images.gr-assets.com/books/1360095964m/1809465.jpg,https://images.gr-assets.com/books/1360095964s/1809465.jpg
1043,1043,1044,Mindy Kaling,2015.0,Why Not Me?,eng,https://images.gr-assets.com/books/1442548684m/22716447.jpg,https://images.gr-assets.com/books/1442548684s/22716447.jpg
1044,1044,1045,Veronica Roth,2014.0,"Four: A Divergent Story Collection (Divergent, #0.1 - 0.4)",eng,https://images.gr-assets.com/books/1393687572m/18126198.jpg,https://images.gr-assets.com/books/1393687572s/18126198.jpg
1045,1045,1046,"Aziz Ansari, Eric Klinenberg",2015.0,Modern Romance,eng,https://images.gr-assets.com/books/1432335014m/23453112.jpg,https://images.gr-assets.com/books/1432335014s/23453112.jpg
1046,1046,1047,"Katherine Applegate, Patricia Castelao",2012.0,The One and Only Ivan,eng,https://images.gr-assets.com/books/1424981397m/11594337.jpg,https://images.gr-assets.com/books/1424981397s/11594337.jpg
1047,1047,1048,Sebastian Junger,1997.0,The Perfect Storm: A True Story of Men Against the Sea,en-US,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
1048,1048,1049,Brandon Sanderson,2005.0,"Elantris (Elantris, #1)",eng,https://images.gr-assets.com/books/1475740953m/68427.jpg,https://images.gr-assets.com/books/1475740953s/68427.jpg
1049,1049,1050,Patrick Ness,2008.0,"The Knife of Never Letting Go (Chaos Walking, #1)",eng,https://images.gr-assets.com/books/1277071696m/2118745.jpg,https://images.gr-assets.com/books/1277071696s/2118745.jpg
1050,1050,1051,Jim Fergus,1998.0,One Thousand White Women: The Journals of May Dodd (One Thousand White Women#1),eng,https://images.gr-assets.com/books/1389821957m/33512.jpg,https://images.gr-assets.com/books/1389821957s/33512.jpg
1051,1051,1052,Jodi Picoult,2009.0,Handle with Care,eng,https://images.gr-assets.com/books/1316440644m/3720975.jpg,https://images.gr-assets.com/books/1316440644s/3720975.jpg
1052,1052,1053,"Stephen King, Darrel Anderson",2004.0,"Song of Susannah (The Dark Tower, #6)",eng,https://images.gr-assets.com/books/1372296326m/5093.jpg,https://images.gr-assets.com/books/1372296326s/5093.jpg
1053,1053,1054,Ally Condie,2012.0,"Reached (Matched, #3)",eng,https://images.gr-assets.com/books/1330717582m/13125947.jpg,https://images.gr-assets.com/books/1330717582s/13125947.jpg
1054,1054,1055,Salman Rushdie,1981.0,Midnight's Children,eng,https://images.gr-assets.com/books/1371063511m/14836.jpg,https://images.gr-assets.com/books/1371063511s/14836.jpg
