,goodreads_book_id,tag_id,count
143150,18288,32586,10
143164,18288,32363,8
143175,18288,30293,7
143180,18288,11497,6
143186,18288,25647,6
143195,18288,24575,5
143207,18304,21547,44
143214,18304,509,26
143224,18304,7203,15
143301,18342,8717,22547
143321,18342,14856,175
143324,18342,20774,166
143329,18342,1659,128
143336,18342,7852,104
143363,18342,29888,57
143370,18342,11784,51
143376,18342,3379,48
143391,18342,30573,41
143399,18342,5481,39
143421,18373,1642,198
143427,18373,1659,152
143429,18373,18045,144
143430,18373,21989,144
143450,18373,26251,91
143454,18373,18851,88
143457,18373,25191,85
143509,18386,11743,132
143531,18386,26382,33
143540,18386,22743,26
143570,18386,24526,17
143619,18392,6828,30
143624,18392,6888,25
143627,18392,20774,19
143637,18392,25799,14
143680,18392,11590,5
143690,18392,32080,5
143706,18402,5207,184
143716,18402,18045,58
143743,18402,3371,19
143770,18402,21374,11
143824,18405,22753,272
143834,18405,24624,204
143861,18405,2284,105
143869,18405,29716,95
143874,18405,31656,86
143882,18405,26246,77
143904,18414,23931,365
143926,18414,7423,66
143950,18414,32586,30
143951,18414,21989,28
143969,18414,26636,20
143997,18414,31430,14
144000,18419,30574,4628
144017,18419,17124,55
144047,18419,7483,14
144072,18419,6886,8
144074,18419,5143,8
144095,18419,25020,6
144103,18420,14128,45
144112,18420,19837,9
144115,18420,19841,6
144123,18420,5207,4
144141,18420,14129,3
144174,18420,19786,1
144178,18420,30690,1
144183,18420,14130,1
144185,18420,16734,1
144205,18422,21773,80
144234,18422,4600,8
144237,18422,31264,8
144261,18422,28964,5
144310,18423,11370,120
144324,18423,11643,76
144329,18423,27199,66
144330,18423,21246,66
144333,18423,21245,64
144337,18423,11644,58
144378,18423,28300,29
144382,18423,7404,27
144383,18423,24999,27
144387,18423,15169,25
144393,18423,11497,23
144427,18431,1659,31
144450,18431,8533,17
144497,18431,8346,6
144525,18452,32812,20
144532,18452,32586,17
144545,18452,11590,11
144584,18452,22330,5
144592,18452,1499,5
144600,18490,7457,19277
144619,18490,12315,465
144674,18490,28300,140
144688,18490,2104,117
144706,18512,22743,2214
144716,18512,14361,672
144755,18512,1128,135
144768,18512,240,115
144789,18512,25151,85
144834,18521,7478,71
144853,18521,1642,51
144869,18521,31430,40
144882,18521,5746,35
144887,18521,23931,31
144909,18525,30208,116
144927,18525,26740,39
144941,18525,31430,25
144945,18525,25761,22
144947,18525,25152,21
145038,18545,25799,28
145041,18545,18326,26
145043,18545,30408,25
145089,18545,11505,13
145116,18553,6828,60
145134,18553,17129,25
145185,18553,19980,9
145204,18580,32989,191
145255,18580,17129,11
145273,18580,12334,8
145283,18580,33116,7
145318,18600,4949,34
145323,18600,21195,20
145354,18600,5051,8
145356,18600,31159,8
145357,18600,20536,8
145368,18600,18367,6
145371,18600,1694,6
145372,18600,20408,6
145375,18600,10644,5
145386,18600,22689,4
145432,18630,30521,33
145433,18630,1691,29
145437,18630,3392,27
145442,18630,32586,23
145443,18630,26774,22
145452,18630,12940,18
145457,18630,27403,17
145475,18630,11376,12
145492,18630,19524,9
145522,18646,1416,36
145556,18646,30755,11
145573,18646,30756,8
145610,18723,5207,70
145646,18723,31505,17
145670,18723,615,12
145690,18723,26250,8
145709,18728,11557,35
145727,18728,19738,14
145745,18728,32686,7
145758,18728,32904,6
145812,18749,11590,138
145834,18749,11665,44
145839,18749,941,39
145848,18749,15698,34
145872,18749,9484,24
145876,18749,23931,23
145880,18749,3358,21
145890,18749,1753,18
145897,18749,8657,17
145904,18750,11557,96
145944,18750,12948,11
145946,18750,17304,11
145961,18750,9638,8
145967,18750,2622,8
145971,18750,23037,7
145978,18750,15392,7
146009,18765,18367,158
146022,18765,23931,58
146026,18765,26126,52
146031,18765,3371,47
146073,18765,10197,16
146074,18765,7478,16
146075,18765,1659,16
146164,18825,5090,9
146190,18825,30469,7
146200,18839,30574,44071
146220,18839,923,102
146229,18839,22753,85
146230,18839,30521,74
146256,18839,1416,35
146258,18839,25152,32
146265,18839,5746,28
146284,18839,248,22
146301,18864,11743,632
146311,18864,21689,57
146346,18864,22689,13
146356,18864,2312,11
146359,18864,30328,11
146361,18864,26534,11
146363,18864,11497,10
146375,18864,25506,9
146399,18864,22344,6
146401,18878,11305,784
146403,18878,8717,138
146415,18878,18886,14
146443,18878,26774,5
146446,18878,1128,4
146449,18878,11595,4
146474,18878,1416,3
146478,18878,21374,3
146497,18878,30857,2
146516,18884,26897,34
146520,18884,1691,26
146524,18884,20774,20
146528,18884,11336,16
146554,18884,25765,7
146561,18884,26898,7
146573,18884,27412,6
146576,18884,25104,6
146595,18884,26697,4
146602,18889,11743,210
146614,18889,21024,43
146637,18889,19666,13
146645,18889,26771,10
146670,18889,29011,6
146687,18889,32623,5
146693,18889,27412,5
146696,18889,30667,5
146707,18892,11557,97
146717,18892,18045,31
146724,18892,26842,22
146739,18892,10731,13
146744,18892,3147,12
146765,18892,26771,8
146779,18892,23037,6
146794,18892,17870,6
146822,18931,4594,11
146840,18931,19730,6
146849,18931,7852,4
146897,18931,29382,2
146902,18943,11152,362
146934,18943,11161,39
146935,18943,26897,37
146991,18943,11221,12
146996,18943,11776,12
147011,18956,17213,32
147047,18956,21739,7
147065,18956,14787,6
147103,18989,20939,606
147105,18989,10866,418
147106,18989,11557,408
147144,18989,7404,41
147170,18989,1659,23
147190,18989,5747,18
147208,18990,11557,45
147227,18990,3389,17
147247,18990,31557,8
147312,18999,28482,42
147353,18999,20989,10
147358,18999,31430,9
147398,18999,17774,5
147407,19000,22743,91
147418,19000,8067,32
147429,19000,18045,18
147438,19000,18326,14
147444,19000,617,11
147445,19000,20547,11
147475,19000,1540,7
147500,19001,30574,5684
147501,19001,8717,311
147511,19001,5207,25
147543,19001,17828,7
147544,19001,1691,6
147555,19001,14064,5
147560,19001,6122,5
147565,19001,7457,4
147574,19001,29316,4
147600,19049,30574,1467
147607,19049,28341,18
147627,19049,3392,2
147667,19049,3303,1
147685,19049,878,1
147690,19049,24495,1
147724,19057,3465,116
147732,19057,28525,95
147750,19057,29316,56
147757,19057,3379,52
147775,19057,25146,41
147777,19057,9221,40
147786,19057,9477,36
147793,19057,1659,34
147819,19063,30521,843
147825,19063,3389,700
147853,19063,1642,387
147870,19063,25438,311
147891,19063,25147,235
147909,19068,7438,36
147910,19068,22753,34
147952,19068,7448,10
147960,19068,11590,8
147962,19068,7478,8
147965,19068,23909,8
147966,19068,28964,8
147981,19068,19524,6
148017,19083,17213,32
148021,19083,30521,25
148070,19083,23458,6
148075,19083,23476,6
148078,19083,23959,6
148102,19089,7457,4638
148105,19089,7404,718
148126,19089,236,118
148132,19089,3371,101
148141,19089,3358,78
148150,19089,1642,61
148155,19089,18318,55
148206,19106,240,130
148258,19106,26392,7
148311,19117,509,146
148323,19117,23471,42
148326,19117,7423,35
148338,19117,371,24
148343,19117,7668,20
148370,19117,30860,13
148400,19164,30574,14228
148414,19164,19666,45
148449,19164,15920,11
148451,19164,15169,10
148474,19164,5090,6
148477,19164,12315,6
148478,19164,22330,6
148490,19164,10932,5
148507,19302,6895,595
148520,19302,6829,160
148548,19302,20785,56
148558,19302,26735,46
148562,19302,3280,41
148567,19302,6905,37
148589,19302,11240,26
148590,19302,29117,26
148601,19307,6857,174
148613,19307,11305,33
148614,19307,8717,33
148617,19307,5207,31
148618,19307,15048,30
148660,19307,25020,7
148712,19312,6888,88
148713,19312,29113,81
148722,19312,6866,29
148765,19312,6976,10
148792,19312,25114,7
148806,19314,6895,141
148809,19314,5207,96
148844,19314,21850,17
148858,19314,17203,13
148865,19314,17632,12
148885,19314,5140,9
148939,19321,5751,40
148947,19321,6931,37
148962,19321,6984,27
148981,19321,10093,22
149023,19330,6829,35
149034,19330,33114,19
149040,19330,30521,15
149041,19330,18367,15
149050,19330,17090,13
149068,19330,32095,9
149096,19330,6871,6
149102,19351,23831,759
149131,19351,30521,48
149134,19351,19828,48
149139,19351,2435,36
149159,19351,25191,18
149177,19351,32798,14
149180,19351,32355,14
149195,19351,24575,11
149202,19380,11557,1289
149206,19380,18367,632
149212,19380,26735,335
149244,19380,14467,80
149269,19380,15169,52
149272,19380,7451,49
149302,19400,8717,1085
149330,19400,14622,20
149351,19400,31505,11
149407,19448,11743,307
149416,19448,6828,97
149418,19448,18045,57
149441,19448,7852,28
149469,19448,2277,17
149479,19448,15067,15
149487,19448,11643,14
149509,19452,29452,115
149533,19452,6766,17
149549,19452,8067,11
149556,19452,24960,10
149583,19452,10644,7
149641,19469,7457,27
149643,19469,6305,26
149675,19469,27535,12
149678,19469,18054,12
149703,19494,8717,538
149723,19494,30386,66
149735,19494,21989,49
149750,19494,248,29
149796,19494,9336,14
149805,19501,21773,1747
149817,19501,1642,389
149833,19501,9484,222
149849,19501,25146,154
149883,19501,28740,81
149898,19501,1669,65
149922,19534,17213,16
149933,19534,5051,10
149995,19534,22487,4
150001,19543,6953,3472
150009,19543,11305,1493
150020,19543,6914,342
150039,19543,2104,111
150041,19543,17090,106
150046,19543,23624,98
150078,19543,6959,61
150108,19552,25562,23
150145,19552,8114,3
150181,19552,31399,2
150186,19552,20888,1
150198,19552,8194,1
150208,19581,30358,74
150261,19581,3389,11
150287,19581,5090,7
150289,19581,27535,7
150307,19596,19949,30
150347,19596,8491,5
150351,19596,5207,4
150368,19596,30753,4
150401,19631,27669,714
150405,19631,27684,45
150436,19631,27678,10
150483,19631,12869,4
150484,19631,3299,4
150492,19631,5413,3
150520,19661,15463,22
150540,19661,15462,11
150572,19661,25152,6
150587,19661,6189,6
150608,19668,7371,113
150621,19668,20994,46
150656,19668,3392,11
150668,19668,16496,10
150802,19674,30924,243
150836,19674,16010,13
150850,19674,16013,11
150888,19674,30925,6
150892,19674,134,5
150899,19674,1557,5
150912,19675,11557,77
150942,19675,15698,19
150964,19675,433,14
150997,19675,28479,7
151036,19687,20849,17
151066,19687,20989,8
151126,19688,10866,4
151160,19688,32785,1
151167,19688,62,1
151176,19688,25992,1
151285,19691,27332,18
151350,19707,31557,12
151372,19707,8067,8
151376,19707,30925,8
151386,19707,25106,6
151391,19707,26415,6
151409,19793,24526,35
151414,19793,5207,16
151431,19793,3358,7
151453,19793,11590,3
151461,19793,25647,3
151506,19797,21773,20
151514,19797,18045,4
151558,19797,2948,1
151578,19797,1439,1
151599,19797,14072,1
151703,20249,10007,224
151714,20249,5207,20
151725,20249,10210,11
151776,20249,10731,3
151801,20252,11743,133
151823,20252,28235,10
151828,20252,11370,8
151832,20252,3392,7
151842,20252,22944,6
151878,20252,21989,3
151885,20252,32099,3
151942,20253,13962,7
151963,20253,10010,5
151973,20253,23349,4
152022,20413,6838,21
152032,20413,6949,14
152038,20413,18045,11
152050,20413,15285,8
152083,20413,11240,5
152088,20413,2254,5
152093,20413,10397,4
152095,20413,6931,4
152097,20413,11542,4
152107,20417,27398,113
152118,20417,26897,26
152164,20417,14983,8
152185,20417,19524,5
152196,20417,30800,4
152215,20563,5207,50
152223,20563,13060,29
152251,20563,32586,11
152275,20563,9477,7
152296,20563,25647,5
152322,20564,7423,49
152340,20564,30635,29
152367,20564,371,15
152371,20564,10093,14
152384,20564,23229,12
152399,20564,7427,10
152404,20995,27095,103
152434,20995,12805,10
152445,20995,22689,8
152449,20995,14764,7
152452,20995,9477,6
152461,20995,10316,5
152481,20995,22376,4
152516,21025,8358,15
152572,21025,24537,3
152575,21025,24497,3
152593,21025,32770,2
152624,21027,24530,11
152651,21027,24538,6
152658,21027,11032,5
152679,21027,24543,4
152683,21027,15832,4
152692,21027,14134,3
152746,21031,33063,9
152756,21031,21111,7
152761,21031,23466,7
152771,21031,13098,6
152776,21031,33966,6
152788,21031,25506,5
152814,21060,17213,48
152837,21060,30521,13
152848,21060,22689,10
152857,21060,10210,9
152880,21060,13005,7
152883,21060,26199,7
152888,21060,31505,6
152933,21323,10210,3
152971,21323,21421,1
153046,21324,7858,13
153073,21324,20287,7
153082,21324,1659,6
153099,21324,831,5
153103,21325,11305,702
153112,21325,7746,96
153148,21325,7760,16
153160,21325,22753,11
153222,21326,1642,129
153226,21326,13564,109
153243,21326,25093,43
153276,21326,10197,25
153286,21326,30687,23
153315,21327,31617,63
153322,21327,13564,43
153388,21327,13294,6
153405,21328,11152,134
153415,21328,1642,44
153423,21328,18886,22
153438,21328,13583,15
153439,21328,25148,14
153462,21328,12161,9
153506,21329,11152,175
153511,21329,22743,100
153534,21329,11162,25
153592,21329,11156,9
153595,21329,603,8
153622,21330,7739,50
153634,21330,25093,19
153653,21330,1691,11
153670,21330,8055,9
153684,21330,7809,8
153726,21337,20849,24
153731,21337,1642,21
153759,21337,3377,9
153802,21340,9124,332
153824,21340,10197,21
153835,21340,15169,13
153871,21340,25146,6
153884,21340,11376,5
153885,21340,15392,5
153902,21343,5951,957
153905,21343,19039,237
153906,21343,32766,148
153919,21343,30521,34
153936,21343,3371,18
153962,21343,6005,9
153971,21343,13744,8
154037,21348,6838,42
154039,21348,16799,39
154045,21348,13643,36
154051,21348,10094,33
154061,21348,32989,28
154071,21348,32586,24
154092,21348,30635,20
154142,21362,11057,13
154143,21362,9136,13
154173,21362,9336,6
154196,21362,29073,5
154227,21436,1642,36
154316,21445,23114,92
154323,21445,3371,54
154354,21445,25147,16
154359,21445,1540,14
154375,21445,16100,12
154380,21445,32663,11
154386,21445,30381,10
154395,21445,9360,9
154421,21484,18045,17
154424,21484,14552,15
154427,21484,27535,14
154449,21484,9477,8
154476,21484,30766,5
154496,21484,22246,4
154539,21611,11590,21
154562,21611,4949,15
154577,21611,25000,12
154612,21618,14988,38
154664,21618,3389,5
154669,21618,3677,5
154691,21618,31612,4
154695,21618,13858,4
154720,21671,9886,56
154758,21671,20849,19
154759,21671,3379,19
154808,21681,27199,71
154841,21681,20963,10
154865,21681,24993,6
154867,21681,20933,6
154913,21683,17213,37
155002,21685,11743,383
155047,21685,21406,15
155049,21685,13936,15
155051,21685,30521,14
155144,21686,29083,49
155159,21686,15169,32
155181,21686,25822,26
155198,21686,14064,21
155223,21704,8717,56
155242,21704,10210,32
155249,21704,10479,28
155254,21704,923,25
155260,21704,6122,22
155272,21704,20662,17
155274,21704,10094,15
155275,21704,272,15
155280,21704,1659,14
155288,21704,21773,13
155313,21717,5207,62
155318,21717,17213,53
155341,21717,32586,19
155441,21718,20656,21
155511,21719,29076,67
155526,21719,3389,23
155577,21719,8518,7
155630,21720,16880,14
155661,21720,25150,6
155683,21720,15215,5
155698,21720,8541,4
155746,21721,20933,11
155749,21721,26138,10
155776,21721,25150,6
155786,21721,22689,5
155802,21722,16883,247
155805,21722,30358,200
155811,21722,5207,53
155836,21722,10210,13
155846,21722,25148,9
155861,21722,8535,7
155862,21722,8549,7
155882,21722,31557,6
155899,21722,25000,4
155903,21726,8717,275
155909,21726,1691,55
155932,21726,4949,17
155949,21726,1416,12
155965,21726,14064,8
155966,21726,941,8
156001,21727,11743,264
156042,21727,12940,7
156052,21727,22545,5
156053,21727,14064,5
156100,21745,30574,6694
156101,21745,8717,641
156114,21745,20994,98
156124,21745,16008,51
156129,21745,5207,42
156135,21745,15990,34
156233,21787,25151,117
156235,21787,1540,111
156242,21787,26657,93
156280,21787,7423,61
156307,21796,26246,46
156328,21796,17213,9
156360,21796,26269,4
156384,21796,5393,3
156390,21796,20551,3
156434,21996,27535,62
156470,21996,21374,30
156602,22028,30574,110
156626,22028,1540,8
156630,22028,27199,6
156659,22028,18870,4
156660,22028,3389,3
156665,22028,14764,3
156675,22028,14752,3
156711,22034,5207,276
156726,22034,12948,112
156749,22034,2104,55
156754,22034,11574,52
156783,22034,11505,31
156788,22034,22545,29
156790,22034,13317,29
156802,22076,22743,244
156852,22076,32586,15
156862,22076,22753,12
156891,22076,8055,8
156901,22175,11743,237
156957,22175,25636,7
156959,22175,10860,7
156962,22175,8055,6
156968,22175,18338,6
156979,22175,20781,5
157045,22188,13240,20
157053,22188,25145,16
157061,22188,9477,15
157081,22188,32099,12
157090,22188,26735,11
157124,22192,9886,18
157128,22192,6766,15
157139,22192,13242,11
157142,22192,25148,10
157150,22192,25146,8
157158,22192,11978,7
157203,22193,6750,134
157231,22193,13242,11
157342,22200,3389,19
157345,22200,5090,15
157375,22200,25151,7
157379,22200,17217,7
157390,22200,26838,6
157413,22205,29452,230
157450,22205,1128,46
157457,22205,3392,42
157460,22205,26194,39
157478,22205,27535,29
157492,22205,25822,24
157498,22205,4076,23
157516,22206,12948,58
157528,22206,10210,37
157540,22206,4949,26
157546,22206,22973,22
157637,22207,18367,11
157640,22207,1642,10
157671,22207,11776,6
157678,22207,22689,5
157680,22207,1120,5
157709,22232,5207,506
157730,22232,17124,115
157762,22232,16355,60
157779,22232,6597,44
157795,22232,10197,35
157799,22232,31359,34
157824,22283,9221,48
157842,22283,24517,32
157855,22283,24960,23
157883,22283,25149,14
157895,22283,25167,12
157909,22284,22897,81
157925,22284,20774,33
157926,22284,15875,32
157930,22284,32686,30
157942,22284,10210,27
157960,22284,2313,18
157966,22284,31656,15
157976,22284,10094,12
157978,22284,615,11
157984,22284,14370,11
157988,22284,617,11
158002,22285,11557,654
158051,22285,11305,18
158053,22285,20279,17
158056,22285,31125,17
158070,22285,3371,11
158093,22285,31656,8
158100,22288,11743,1169
158102,22288,30574,845
158123,22288,26636,52
158137,22288,27656,31
158140,22288,31125,28
158163,22288,26816,21
158175,22288,12868,17
158179,22288,2313,16
158209,22290,1642,87
158231,22290,8943,33
158235,22290,31126,31
158243,22290,31505,25
158248,22290,11978,23
158266,22290,31124,20
158269,22290,21274,19
158270,22290,18011,19
158277,22290,32080,17
158322,22304,6216,8
158329,22304,8381,7
158340,22304,18318,5
158345,22304,8069,5
158349,22304,2277,4
158419,22320,10866,40
158433,22320,18367,28
158453,22320,6184,19
158455,22320,603,18
158471,22320,29076,13
158482,22320,1659,11
158491,22320,11287,10
158520,22321,5207,13
158530,22321,11978,10
158531,22321,10059,9
158537,22321,10644,7
158554,22321,12940,5
158584,22321,30813,3
158590,22321,608,3
158591,22321,2450,3
158592,22321,6195,3
158602,22322,8717,466
158623,22322,3392,25
158675,22322,6178,7
158676,22322,5090,6
158715,22323,2277,34
158718,22323,28300,32
158726,22323,5207,22
158744,22323,13168,16
158773,22323,7307,8
158804,22325,11743,344
158833,22325,5090,9
158875,22325,32586,4
158916,22326,22034,23
158941,22326,21243,9
158944,22326,6184,8
158960,22326,23549,6
158961,22326,31612,6
158974,22326,22818,5
158975,22326,27401,5
158997,22326,494,4
159036,22327,12315,13
159041,22327,13205,11
159098,22327,26259,4
159099,22327,30071,4
159110,22328,30521,142
159141,22328,9484,53
159162,22328,26897,38
159203,22358,13547,230
159225,22358,27398,18
159227,22358,26894,12
159286,22358,10093,4
159344,22369,7750,7
159351,22369,20472,6
159353,22369,25149,5
159354,22369,1540,5
159403,22374,7739,112
159435,22374,5207,13
159454,22374,7776,11
159459,22374,25148,10
159473,22374,9096,9
159540,22411,20957,10
159565,22411,16555,5
159601,22416,13561,1305
159642,22416,7824,18
159643,22416,31831,17
159656,22416,13361,11
159663,22416,7776,10
159673,22416,26816,8
159700,22417,30574,935
159709,22417,7746,63
159757,22417,4044,6
159769,22417,7725,5
159789,22417,13593,4
159883,22418,13563,4
159897,22418,9507,3
159904,22420,26837,108
159924,22420,7836,17
159933,22420,18045,8
159942,22420,11305,6
159945,22420,10644,5
160001,22421,7778,638
160019,22421,7784,23
160033,22421,13564,10
160039,22421,16651,8
160042,22421,31831,7
160044,22421,23909,6
160049,22421,20774,5
160051,22421,10197,5
160052,22421,26816,5
160053,22421,4044,5
160117,22435,18045,28
160125,22435,3291,20
160142,22435,15169,11
160149,22435,10210,9
160200,22463,30574,3244
160201,22463,26816,2943
160221,22463,10210,82
160316,22469,13568,27
160324,22469,25093,12
160327,22469,18045,9
160371,22469,12661,3
160443,22543,32080,11
160497,22543,22944,5
160521,22584,2277,41
160528,22584,30521,27
160550,22584,10093,14
160578,22584,30800,8
160631,22590,21989,55
160633,22590,30445,49
160646,22590,31656,31
160667,22590,30463,21
160673,22590,10093,19
160708,22628,7852,1287
160720,22628,22034,458
160737,22628,28525,323
160779,22628,11574,168
160785,22628,20570,154
160808,22632,21773,60
160825,22632,7438,15
160843,22632,13643,8
160899,22632,18990,3
160917,22649,18045,17
160926,22649,20849,11
160955,22649,32099,6
160957,22649,13662,6
160960,22649,14064,5
160999,22649,18011,3
161026,22680,12428,15
161029,22680,24240,13
161036,22680,25830,11
161071,22680,31557,5
161078,22680,5444,4
161093,22680,12991,4
161122,22686,615,8
161127,22686,12948,7
161133,22686,18054,6
161140,22686,13662,6
161160,22686,15048,4
161168,22686,3389,3
161175,22686,10094,3
161184,22686,30766,3
161209,22695,4949,86
161231,22695,25438,29
161246,22695,27535,16
161248,22695,5481,15
161260,22695,923,12
161285,22695,6838,9
161296,22695,4968,8
161298,22695,4068,8
161310,22875,28678,26
161315,22875,26771,21
161324,22875,10210,13
161350,22875,10093,5
161372,22875,2104,3
161386,22875,22933,3
161405,22896,18919,400
161434,22896,18367,32
161441,22896,20849,24
161459,22896,1416,17
161468,22896,9477,15
161480,22896,26194,13
161482,22896,13873,13
161486,22896,5404,12
161526,22904,31133,22
161531,22904,7654,18
161595,22904,4976,5
161615,22911,7404,50
161617,22911,8768,39
161621,22911,18045,29
161623,22911,12499,27
161633,22911,20318,18
161638,22911,18919,14
161680,22911,237,6
161681,22911,10939,6
161685,22911,3480,6
161700,22917,30574,76780
161702,22917,7457,2827
161721,22917,18367,141
161723,22917,17213,140
161724,22917,11148,135
161753,22917,18886,50
161764,22917,13116,38
161771,22917,6843,33
161784,22917,23349,28
161788,22917,11141,26
161814,22995,8717,25
161823,22995,28269,14
161826,22995,923,11
161870,22995,6382,4
161878,22995,22352,3
161911,23031,251,41
161918,23031,26771,24
161932,23031,17213,16
161940,23031,19345,14
161974,23031,26785,6
162007,23196,18367,25
162023,23196,18045,7
162026,23196,30521,6
162039,23196,5051,5
162075,23196,5090,2
162089,23196,32353,2
162093,23196,16658,2
162115,23217,33114,62
162146,23217,20774,15
162156,23217,6745,12
162159,23217,11590,11
162169,23217,25144,10
162208,23219,8055,171
162209,23219,6766,156
162215,23219,22743,79
162239,23219,21387,18
162253,23219,3377,14
162254,23219,20849,13
162305,23220,11557,274
162364,23220,29076,17
162382,23220,25152,13
162383,23220,10094,13
162479,23221,13366,7
162523,23223,12135,25
162547,23223,24960,10
162575,23223,27535,7
162577,23223,25436,7
162628,23224,10210,33
162653,23224,3389,16
162681,23224,25148,11
162713,23225,31617,69
162718,23225,18045,42
162724,23225,33012,34
162731,23225,19632,29
162736,23225,22983,23
162741,23225,1128,20
162756,23225,18886,13
162769,23225,11497,11
162773,23225,10094,11
162817,23228,18015,132
162820,23228,13272,87
162828,23228,14370,58
162839,23228,25149,44
162851,23228,9611,31
162856,23228,18640,28
162863,23228,33004,26
162897,23228,29316,15
162923,23232,31825,36
162940,23232,10197,16
162958,23232,9477,12
162969,23232,1416,10
162978,23232,20125,9
162983,23232,24995,8
163013,23289,26735,29
163022,23289,31514,15
163025,23289,30521,14
163036,23289,25150,10
163045,23289,5776,9
163059,23289,27679,6
163061,23289,22034,5
163068,23289,7478,5
163096,23289,5772,4
163123,23316,1691,14
163142,23316,10644,6
163209,23419,30521,39
163220,23419,20849,12
163238,23419,4949,7
163247,23419,31505,6
163259,23419,23469,5
163267,23419,26747,5
163269,23419,27535,4
163284,23419,15362,4
163346,23422,31191,6
163387,23422,9477,4
163398,23422,27535,3
163422,23426,22034,21
163426,23426,1922,17
163446,23426,400,7
163450,23426,10641,6
163460,23426,8067,5
163530,23454,10729,19
163552,23454,32989,11
163557,23454,11336,11
163580,23454,1659,7
163595,23454,28300,6
163616,23522,21011,70
163649,23522,21029,20
163652,23522,27535,18
163654,23522,21036,18
163664,23522,20125,16
163681,23522,25191,13
163695,23522,7417,12
163719,23529,7784,68
163779,23529,13575,10
163783,23529,10093,9
163793,23529,31430,8
163798,23529,25151,7
163803,23534,23831,111
163830,23534,21689,8
163855,23534,24996,5
163858,23534,32099,5
163859,23534,4088,5
163873,23534,1416,4
163978,23577,26269,4
164017,23686,19083,23
164046,23686,19102,7
164048,23686,18886,6
164054,23686,11590,5
164085,23686,31617,3
164112,23753,7739,47
164121,23753,31830,23
164127,23753,9221,19
164135,23753,20774,10
164213,23754,13568,302
164243,23754,9221,63
164262,23754,17213,46
164288,23754,30084,32
164328,23772,6976,149
164352,23772,6843,66
164403,23807,8717,1877
164410,23807,29076,339
164427,23807,8545,87
164432,23807,9336,80
164434,23807,20774,78
164438,23807,13918,68
164455,23807,3392,48
164456,23807,30381,47
164459,23807,7404,46
164477,23807,20662,35
164491,23807,25167,24
164496,23807,8518,23
164511,23814,22743,117
164545,23814,254,21
164556,23814,7478,16
164564,23814,371,14
164573,23814,31155,12
164601,23875,8717,237
164625,23875,7711,18
164634,23875,20849,13
164654,23875,7390,10
164695,23875,12770,6
164700,23876,30574,2139
164716,23876,30521,36
164748,23876,15169,15
164753,23876,28190,14
164754,23876,7687,14
164760,23876,9886,12
164780,23876,7688,10
164791,23876,17661,9
164796,23876,7404,8
164895,23878,7711,21
164896,23878,22352,20
164933,23884,28269,13
164954,23884,18338,9
164968,23884,17641,7
164977,23884,17653,6
165036,23885,27661,7
165052,23885,18292,5
165053,23885,31505,5
165084,23885,7658,3
165088,23885,11753,3
165107,23887,5207,40
165129,23887,32586,14
165149,23887,461,10
165196,23887,22015,5
165198,23887,12828,5
165245,23919,13207,27
165266,23919,7658,20
165333,23940,3611,23
165355,23940,30672,14
165362,23940,14312,13
165367,23940,32520,12
165370,23940,24728,11
165375,23940,400,10
165401,23955,11743,1489
165440,23955,8717,35
165460,23955,10210,23
165484,23955,5444,15
165497,23955,25150,13
165525,23960,20279,7
165528,23960,603,6
165567,23960,7852,2
165578,23960,8346,2
165612,23965,26918,19
165624,23965,8517,10
165626,23965,27199,9
165656,23965,10825,4
165764,23966,11978,5
165780,23966,19786,4
165896,24019,8234,1
165898,24019,23138,1
165917,24093,9221,41
166018,24094,31014,77
166022,24094,24960,60
166034,24094,20849,36
166043,24094,32996,31
166053,24094,6829,26
166072,24094,11643,18
166089,24094,25770,15
166109,24096,21773,40
166137,24096,17924,6
166140,24096,7423,5
166146,24096,8814,5
166176,24096,7654,3
166215,24100,5207,61
166228,24100,11644,36
166238,24100,248,24
166275,24100,11834,13
166295,24100,30551,9
166296,24100,9638,9
166316,24113,31505,92
166318,24113,14552,85
166322,24113,22330,55
166328,24113,24420,44
166372,24113,10197,16
166402,24128,8717,2718
166459,24128,10197,33
166474,24128,26964,25
166480,24128,23853,23
166502,24137,14467,312
166508,24137,6888,127
166511,24137,6895,96
166536,24137,9221,29
166540,24137,12680,25
166598,24137,15067,11
166618,24178,17129,765
166621,24178,19974,522
166642,24178,17086,185
166656,24178,6949,135
166728,24192,20774,54
166742,24192,15169,26
166766,24192,30381,18
166775,24192,22944,16
166781,24192,31557,14
166782,24192,2158,14
166799,24192,8535,11
166814,24213,18367,500
166844,24213,11152,131
166858,24213,4949,110
166866,24213,33165,85
166881,24213,18886,74
166909,24215,23605,23
166948,24215,291,3
166949,24215,32989,2
166973,24215,13962,1
166979,24215,22648,1
167056,24244,2277,13
167085,24244,8541,9
167095,24244,8525,8
167140,24271,3371,18
167141,24271,18896,18
167142,24271,3676,18
167156,24271,33023,15
167180,24271,17116,11
167196,24271,25506,9
167215,24280,11590,447
167233,24280,10197,198
167237,24280,2104,169
167242,24280,9221,160
167244,24280,26735,153
167255,24280,3392,106
167283,24280,12503,70
167291,24280,22733,61
167307,24335,17124,190
167333,24335,17090,35
167338,24335,18045,27
167340,24335,20774,26
167359,24335,22034,19
167415,24337,22743,492
167418,24337,6895,441
167437,24337,6914,159
167482,24337,3392,66
